title                                                , year  , streamings                                                                                                                                                                                                                                                                                                              , synopsis_introduction, synopsis_content                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , just_watch_rating, rotten_tomatoes_rating, imdb_ratings, genres                                                                                                                                                        , movie_duration             , age_classification
Viúvas(2018)                                         , (2018), "['Amazon Prime Video', 'Amazon Prime Video', 'Telecine Amazon Channel', 'Amazon Prime Video', 'Amazon Prime Video with Ads']"                                                                                                                                                                                          ,                      , "Viúvas conta a história de quatro mulheres sem nada em comum, exceto a dívida deixada pelas atividades criminosas dos maridos, que já morreram. As  tensões  aumentam quando Veronica, Alice,  Linda e Belle assumem o seu destino começam a construir o futuro nos seus próprios termos."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , 82%(2k)          , 91%                   , 6.8  (107k) , "['Mistério & Thriller', 'Drama', 'Crime', 'Assalto']"                                                                                                        , 2h 8min                    , 16
Um Completo Desconhecido(2024)                       , (2024), "['Disney Plus', 'Disney Plus', 'Cinemark', 'Amazon Prime Video']"                                                                                                                                                                                                                                                      ,                      , "Com 19 anos, o jovem Bob Dylan chega em Nova York pronto para iniciar sua carreira musical na década de 90. Inspirada na história real do músico, o filme foca nas relações que fez, assim como sua ascensão a fama."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 87%(4.8k)        , 82%                   , 7.3  (101k) , "['Drama', 'Música & Musical', 'Biografias Musicais']"                                                                                                        , 2h 20min                   , 14
Um Amor Inevitável(1989)                             , (1989), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'MUBI Amazon Channel', 'Amazon Video', 'Amazon Video', 'MUBI', 'Amazon Prime Video with Ads']"                                                                                                                  ,                      , "No fim de sua formatura na Universidade de Chicago, Harry Burns (Billy Crystal) dá a Sally Albright (Meg Ryan), formanda amiga de sua namorada, uma carona até Nova York. Os anos passam e eles continuam a se encontrar esporadicamente, mas a grande amizade que desenvolveram é abalada ao perceberem que na verdade estão apaixonados um pelo outro."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 95%(11k)         , 88%                   , 7.7  (259k) , "['Drama', 'Comédia', 'Romance', 'Comédia Romântica', 'Comédia Dramática', 'Drama Romântico']"                                                                , 1h 36min                   , 14
O Farol(2019)                                        , (2019), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Globoplay', 'Amazon Video', 'Amazon Video', 'Claro video', 'Amazon Prime Video with Ads']"                                                                                                                     ,                      , "Finais do século XIX. Ephraim Winslow chega a uma ilha isolada junto à costa de Nova Inglaterra (EUA) para trabalhar como ajudante de faroleiro durante quatro semanas. Nesse período, terá de responder ao irritável Thomas Wake, o encarregado. As semanas vão passando e, sentindo a opressão do isolamento e das violentas tempestades, os dois homens tentam fazer o seu trabalho e passar o tempo o melhor que lhes é possível. No meio de provocações, conflitos e algumas confidências, tudo acompanhado por doses generosas de álcool, a sua relação vai-se deteriorando gradualmente, até ambos serem levados aos limites da insanidade."                                                                                                                                                                                                             , 82%(16k)         , 90%                   , 7.4  (289k) , "['Drama', 'Fantasia', 'Mistério & Thriller', 'Terror', 'Drama Psicológico', 'Fantasia Sombria', 'Suspense Psicológico']"                                     , 1h 49min                   , 16
Eles Vivem(1988)                                     , (1988), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                                                            ,                      , "John Nada (Roddy Piper) é um trabalhador braçal que chega a Los Angeles e encontra trabalho numa fábrica. Durante uma inusitada operação repressiva, a polícia destrói um quarteirão inteiro do bairro miserável em que vive. Na confusão Nada encontra óculos escuros aparentemente comuns, porém ao usá-los consegue enxergar horrendas criaturas alienígenas disfarçadas de seres humanos, bem como as mensagens subliminares que elas transmitem através da média em geral. Nada percebe que os invasores já estão controlando o planeta e, juntamente com seu companheiro de trabalho Frank (Keith David), decide se engajar no movimento de resistência, que é perseguido como subversivo pela polícia."                                                                                                                                                  , 93%(6.4k)        , 87%                   , 7.2  (157k) , "['Ficção Científica', 'Ação & Aventura', 'Terror', 'Mistério & Thriller', 'Tech Noir']"                                                                      , 1h 33min                   , 14
Wicked: Parte Um(2024)                               , (2024), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Cinepolis Cinemas', 'Amazon Video', 'Amazon Video', 'Claro video', 'Amazon Prime Video with Ads']"                                                                                                             ,                      , "Baseado no musical da Broadway, conheça a história de Glinda e Elphaba na Universidade de Shiz no Reino de Oz. Servindo de prelúdio de O mágico de Oz, a juventude da Bruxa Boa e Bruxa Má do Oeste determina o destino de Oz para sempre."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , NAOAVALIADO      , NAOAVALIADO           , 7.4  (182k) , "['Drama', 'Fantasia', 'Romance']"                                                                                                                            , 2h 42min                   , 10
Stay - Entre a Vida e a Morte(2005)                  , (2005), "['Amazon Prime Video', 'Disney Plus', 'Amazon Prime Video', 'Disney Plus', 'Amazon Prime Video', 'Amazon Prime Video with Ads']"                                                                                                                                                                                       ,                      , "A história foca a sua acção na luta desesperada de um psiquiatra que tenta evitar o suicídio de um dos pacientes. Ele pretende matar-se dentro de três dias, após ter feito preocupantes previsões que se concretizam, tornando a jornada do doutor desesperada e aterrorizante."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , 79%(1.2k)        , 26%                   , 6.7  (90k)  , "['Mistério & Thriller', 'Drama', 'Thriller de Mistério']"                                                                                                    , 1h 39min                   , 14
O Passageiro(2018)                                   , (2018), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Adrenalina Pura Apple TV channel', 'Amazon Prime Video', 'Apple TV', 'Apple TV', 'Claro tv+', 'FilmBox+', 'Adrenalina Pura Amazon channel', 'Amazon Prime Video with Ads']"                                                                                  ,                      , "Michael é um vendedor de seguros que vê a sua viagem diária para o emprego transformar-se numa série de reviravoltas bem fora da rotina. Depois de ser abordado por um misterioso estranho, Michael é forçado a desvendar a identidade de um passageiro escondido algures no seu comboio antes que este chegue à última paragem. À medida que luta contra o tempo para resolver este puzzle, Michael vai-se apercebendo que um mortífero plano se está a desenrolar e que ele está inadvertidamente preso no centro da conspiração criminosa, que coloca em perigo a sua vida e a segurança dos restantes passageiros."                                                                                                                                                                                                                                         , 90%(3.5k)        , 55%                   , 6.3  (131k) , "['Ação & Aventura', 'Mistério & Thriller', 'Europeu', 'Thriller de Ação']"                                                                                   , 1h 44min                   , 14
Guerra dos Mundos(2005)                              , (2005), "['Paramount+ Amazon Channel', 'Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Paramount Plus', 'Amazon Video', 'Amazon Video', 'Paramount+ Amazon Channel', 'Paramount Plus Premium']"                                                                                                                      ,                      , "Ray Ferrier é um homem divorciado que não se sente à vontade no papel de pai, mas precisa cuidar dos seus filhos, Robbie e Rachel, quando eles lhe fazem uma das suas raras visitas. Pouco tempo depois de eles chegarem, Ray presencia um evento que mudará para sempre a sua vida: o surgimento de uma gigantesca máquina que emerge do chão e incinera tudo o que encontra. Trata-se do primeiro golpe de um devastador ataque alienígena à Terra."                                                                                                                                                                                                                                                                                                                                                                                                          , 89%(16k)         , 76%                   , 6.6  (497k) , "['Ação & Aventura', 'Ficção Científica', 'Mistério & Thriller', 'Robôs', 'Ação e Aventura', 'Fim do Mundo']"                                                 , 1h 57min                   , 12
O Negociador(1998)                                   , (1998), "['Amazon Prime Video', 'Disney Plus', 'Amazon Prime Video', 'Disney Plus', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Prime Video with Ads']"                                                                                                                                               ,                      , "Danny Roman é um especialista da polícia de Chicago em questões relacionadas com reféns. O seu papel é acalmar o sequestrador e levá-lo à rendição. Danny é um excelente profissional e, cada vez mais, é visto como um herói, até que um dia, após a morte de um colega, Danny se torna vítima de uma conspiração em que tudo se inverte e o negociador passa a ser o sequestrador..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , 95%(5.7k)        , 74%                   , 7.3  (161k) , "['Ação & Aventura', 'Crime', 'Drama', 'Mistério & Thriller', 'Thriller de Ação']"                                                                            , 2h 20min                   , 14
Parque Jurássico(1993)                               , (1993), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Claro tv+', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                                                ,                      , "Obra-prima de Steven Spielberg, filme vencedor de 3 Óscares. Através do ADN de um extinto dinossauro, um grupo de cientistas consegue repovoar uma ilha remota com estas criaturas e construir um parque temático com dinossauros vivos. Mas uma falha de segurança faz com que os dinossauros escapem com resultados catastróficos. Os cinco sobreviventes terão de lutar com todas as suas forças para sobreviver no meio dos predadores pré-históricos."                                                                                                                                                                                                                                                                                                                                                                                                     , 98%(45k)         , 91%                   , 8.2  (1m)   , "['Ação & Aventura', 'Ficção Científica', 'Mistério & Thriller', 'Robôs']"                                                                                    , 2h 7min                    , 14
O Labirinto do Fauno(2006)                           , (2006), "['Claro tv+', 'Amazon Prime Video']"                                                                                                                                                                                                                                                                                   ,                      , "Na Espanha em 1944, a jovem de 10 anos, Ofelia, se muda para as montanhas com sua família. Perto de sua nova casa, ela descobre um labirinto guardado por um fauno chamado Pan, que dá a ela três tarefas difíceis que trazem consequências para todos à sua volta."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , 94%(15k)         , 95%                   , 8.2  (731k) , "['Guerra & Militar', 'Fantasia', 'Drama', 'Europeu', 'Drama de Guerra', 'Fantasia Sombria']"                                                                 , 1h 58min                   , 16
The Conjuring 2 - A Evocação(2016)                   , (2016), "['HBO Max Amazon Channel', 'Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Claro tv+', 'Amazon Video', 'Amazon Video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                                ,                      , "O reputado casal de investigadores de fenómenos paranormais formado por Ed e Lorraine Warren, embarca num dos casos mais aterradores da sua carreira e viaja até Enfield, a norte de Londres, para ajudar uma mãe solteira a criar quatro crianças numa casa assombrada por espíritos maliciosos."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , 93%(11k)         , 80%                   , 7.3  (325k) , "['Terror', 'Mistério & Thriller', 'Terror Paranormal']"                                                                                                      , 2h 14min                   , 14
A Longa Marcha: Caminhe ou Morra(2025)               , (2025), "['UCIcinemas', 'Amazon Prime Video']"                                                                                                                                                                                                                                                                                  ,                      , "Every year, fifty teenage boys meet for an event known throughout the country as ""The Long Walk."" Among this year's chosen crop is ""Maine's Own,"" Ray Garraty. He knows the rules: that warnings are issued if you fall under speed, stumble, sit down. That after three warnings- you get your ticket. And what happens then serves as a chilling reminder that there can be only one winner in the Walk. The one that survives."                                                                                                                                                                                                                                                                                                                                                                                                                          , 64%(35)          , 96%                   ,             , "['Ficção Científica', 'Terror']"                                                                                                                             , 1h 48min                   , 18
Full Metal Jacket - Nascido Para Matar(1987)         , (1987), "['HBO Max Amazon Channel', 'Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                                             ,                      , "Um sargento treina de forma fanática e sádica os recrutas numa base americana, na ideia de os tornar em máquinas de guerra para o Vietname. Após serem transformados em fuzileiros, são enviados para a guerra e, quando lá chegam, deparam-se com os seus horrores."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 97%(16k)         , 90%                   , 8.2  (832k) , "['Guerra & Militar', 'Drama', 'Drama de Guerra']"                                                                                                            , 1h 57min                   , 16
Todo Tempo que Temos(2024)                           , (2024), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video', 'Telecine Amazon Channel']"                                                                                                                                                                                                 ,                      , "Após um acidente, uma chef e um recém-divorciado acabam se envolvendo em um romance. Descubra todos os altos e baixos da relação dos dois enquanto tentam manter o amor durante as décadas."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 86%(2.1k)        , 79%                   , 7.0  (62k)  , "['Drama', 'Romance', 'Drama Romântico']"                                                                                                                     , 1h 48min                   , 14
Blade Runner 2049(2017)                              , (2017), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                                                             ,                      , "Trinta anos após os eventos do primeiro filme, K, um novo blade runner, oficial da LAPD, desvenda um segredo há muito enterrado que pode potencialmente mergulhar no caos o que resta da sociedade. A descoberta de K leva-o numa missão para localizar Rick Deckard, um antigo blade runner da LAPD, desaparecido há 30 anos."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 93%(42k)         , 85%                   , 8.0  (726k) , "['Ficção Científica', 'Drama', 'Mistério & Thriller', 'Ação & Aventura', 'Mundo Pós-Apocalíptico', 'Cyberpunk']"                                             , 2h 44min                   , 14
Uma Mente Brilhante(2001)                            , (2001), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                    ,                      , "John Nash (Russell Crowe) é um jovem matemático brilhante, mas insociável que se tornou aclamado porém atormentado. Ele aceita um trabalho secreto em criptografia e luta por anos para retornar à sociedade, mesmo diagnosticado com esquizofrenia."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 97%(18k)         , 74%                   , 8.2  (1m)   , "['Drama', 'Romance', 'Cinebiografias', 'Baseado em História Real']"                                                                                          , 2h 15min                   , 12
Brazil: O Outro Lado do Sonho(1985)                  , (1985), "['Amazon Prime Video', 'Disney Plus', 'Amazon Prime Video', 'Disney Plus', 'Amazon Prime Video', 'Amazon Prime Video with Ads']"                                                                                                                                                                                       ,                      , "Sam Lowry vive num estado totalitário, controlado pelo Governo e pela sua massiva burocracia. Neste país, que lida com uma ameaça terrorista, todos são governados por fichas e cartões de crédito e pagam por tudo, até para permanecer na prisão. Sam, ele próprio um burocrata do Estado, procura corrigir um erro administrativo e, no processo, acaba por se transformar num inimigo público, ao mesmo tempo em que se apaixona por Jill, uma terrorista."                                                                                                                                                                                                                                                                                                                                                                                                 , 89%(5k)          , 98%                   , 7.8  (218k) , "['Comédia', 'Ficção Científica', 'Drama', 'Mistério & Thriller', 'Ficção Científica e Comédia']"                                                             , 2h 23min                   , 14
Alien - O 8.º Passageiro(1979)                       , (1979), "['Disney Plus', 'Disney Plus', 'Amazon Prime Video']"                                                                                                                                                                                                                                                                  ,                      , "Quando a tripulação do rebocador espacial Nostromo responde a um sinal de socorro de um planeta árido, descobre uma forma de vida mortal que se reproduz em hospedeiros humanos. Agora, a tripulação tem de lutar pela sobrevivência e impedir que a criatura chegue à Terra. Realizado por Ridley Scott e com a participação de sucesso de Sigourney Weaver, este primeiro filme lendário da saga Alien vai deixá-lo sem fôlego."                                                                                                                                                                                                                                                                                                                                                                                                                              , NAOAVALIADO      , NAOAVALIADO           , 8.5  (1m)   , "['Terror', 'Ficção Científica', 'Ficção Científica com Terror']"                                                                                             , 1h 57min                   , 14
Éden(2025)                                           , (2025), ['Amazon Prime Video']                                                                                                                                                                                                                                                                                                  ,                      , "Anos 1930. Cansados da civilização, filósofos de sofá, aventureiros e artistas largam tudo e rumam às ilhas Galápagos em busca de uma vida pura. Mas o paraíso se revela hostil: traições, disputas por comida e um assassinato deixam claro que o sentido da vida pode ser bem menos idílico do que sonhavam."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , NAOAVALIADO      , NAOAVALIADO           , 6.4  (14k)  , "['Mistério & Thriller', 'Drama', 'História', 'Thriller de Mistério']"                                                                                        , 2h 10min                   , Estados Unidos
A Vila(2004)                                         , (2004), ['Amazon Prime Video']                                                                                                                                                                                                                                                                                                  ,                      , "Dirigido por M. Night Shyamalan, este thriller psicológico com nuances de romance gótico e alegoria social se passa em Covington, uma vila do século XIX isolada por uma floresta habitada por criaturas misteriosas."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , 85%(8.6k)        , 43%                   , 6.6  (291k) , "['Drama', 'Mistério & Thriller', 'Thriller de Mistério', 'Suspense Psicológico']"                                                                            , 1h 48min                   , 14
Equilibrium(2002)                                    , (2002), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                    ,                      , "Na nação Libria há sempre paz entre os homens. O sistema é simples: neste mundo futurista um regime severo e rigoroso eliminou a guerra suprimindo todas as emoções. Ler livros, ouvir música e ver quadros é um crime punível inclusive com a pena de morte. Quem é feliz é preso, e quem chora, perseguido. E quem não tomar a dose diária de Prozium, uma droga distribuída pelo Estado que altera a mente e restringe as emoções, assina imediatamente a sua sentença de morte. Clerick John Preston é um alto dignitário governamental responsável por destruir quem não cumpre as regras. Mas no dia em que se esquece de tomar a sua dose, descobre que ele é afinal a única pessoa capaz de destruir o regime que o treinou para fazer cumprir as suas rígidas leis."                                                                                   , 93%(6.1k)        , 39%                   , 7.3  (357k) , "['Mistério & Thriller', 'Ação & Aventura', 'Ficção Científica', 'Drama', 'Tech Noir']"                                                                       , 1h 47min                   , 16
Parasitas(2019)                                      , (2019), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Globoplay', 'Telecine Amazon Channel', 'Amazon Prime Video with Ads']"                                                                                                                                         ,                      , "Ki-taek tem uma família unida, mas estão todos desempregados e as suas perspectivas futuras são negras. O filho Ki-woo é recomendado por um amigo para dar explicações bem pagas, o que vem desencadear a esperança de um rendimento regular na família. Portador das expectativas familiares, Ki-woo dirige-se à casa dos Park para uma entrevista de trabalho. Chegado à casa do Sr. Park, Ki-woo conhece Yeon-kyo, a bela e jovem dona da casa. Este primeiro encontro entre as duas famílias vai provocar uma imparável cadeia de incidentes."                                                                                                                                                                                                                                                                                                              , NAOAVALIADO      , NAOAVALIADO           , 8.5  (1m)   , "['Mistério & Thriller', 'Drama', 'Comédia']"                                                                                                                 , 2h 13min                   , 16
Amnésia(2000)                                        , (2000), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Oldflix', 'Amazon Video', 'Amazon Video', 'NetMovies', 'Looke', 'Claro video', 'Looke Amazon Channel', 'Filmelier Plus Amazon Channel', 'Lionsgate+ Amazon Channels']"                                                                                     ,                      , "Leonard é um investigador de seguros que deixou de conseguir manter uma memória de curto prazo após ter sofrido um traumatismo no seguimento do assassinato da sua esposa. Com a sua vida profundamente marcada, ele dedica agora todo o seu tempo a investigar o crime, à procura do assassino."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , 96%(31k)         , 94%                   , 8.4  (1m)   , "['Mistério & Thriller', 'Drama', 'Drama Psicológico', 'Thriller de Mistério']"                                                                               , 1h 53min                   , 16
Alien: Romulus(2024)                                 , (2024), "['Disney Plus', 'Disney Plus', 'Amazon Prime Video']"                                                                                                                                                                                                                                                                  ,                      , "Em uma remota colônia espacial, um grupo de jovens exploradores acredita ter encontrado o achado do século: uma estação abandonada, repleta de tecnologia perdida. Mas o que começa como uma chance de sobrevivência logo se transforma em um pesadelo biológico."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , 91%(13k)         , 80%                   , 7.1  (265k) , "['Ficção Científica', 'Mistério & Thriller', 'Terror', 'Ficção Científica com Terror']"                                                                      , 1h 59min                   , 16
Megalópolis(2024)                                    , (2024), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Claro tv+', 'Amazon Video', 'Amazon Video', 'Telecine Amazon Channel']"                                                                                                                                                                                    ,                      , "Numa América contemporânea imaginária, a Cidade de Nova Roma enfrenta a necessidade de mudança, desencadeando um conflito épico à maneira da Roma clássica. Cesar Catilina, um artista genial, luta por um futuro idealista, enquanto o seu opositor, o presidente da câmara Franklyn Cicero, reaccionário, se mantém comprometido com o status quo, perpetuando a ganância, a corrupção e as guerras partidárias. No meio deste confronto está Julia Cicero, filha do presidente, cujo amor por Cesar abala a sua lealdade e a obriga a descobrir o que realmente acredita que a humanidade merece."                                                                                                                                                                                                                                                           , 39%(1.1k)        , 45%                   , 4.7  (38k)  , "['Drama', 'Fantasia', 'Ficção Científica', 'Drama de Ficção Científica']"                                                                                    , 2h 18min                   , 16
A Ressaca(2009)                                      , (2009), "['Amazon Prime Video', 'HBO Max Amazon Channel', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video', 'HBO Max Amazon Channel', 'HBO Max', 'Amazon Prime Video with Ads']"                                                      ,                      , "Dois dias antes do seu casamento, Doug e três amigos rumam em direcção a Las Vegas para uma despedida de solteiro que nunca mais irão esquecer. Mas na verdade, quando os três padrinhos acordam na manhã seguinte, eles não conseguem lembrar-se de nada. Sem saberem como e porquê, eles encontram um tigre na casa de banho e um bébé de 6 meses no guarda-roupa da suite do Hotel Caesars Palace. A única coisa que não conseguem encontrar é Doug. Sem qualquer pista sobre o que se passou na noite anterior e com muito pouco tempo, o trio tem agora que tentar reconstituir a noite passada para encontrar Doug e regressar rapidamente a L.A. a tempo do seu casamento."                                                                                                                                                                              , 94%(30k)         , 79%                   , 7.7  (901k) , "['Comédia', 'Comédias Obscenas']"                                                                                                                            , 1h 40min                   , 14
Seven - 7 Pecados Mortais(1995)                      , (1995), "['HBO Max Amazon Channel', 'Amazon Video', 'Amazon Video', 'Amazon Prime Video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                                                                                 ,                      , "Somerset é um detective a uma semana da reforma. Mills é um detective jovem e ansioso por tomar o seu lugar. No entanto, ambos vão acabar juntos a resolver o caso de um «serial killer» meticuloso que mata as suas vítimas de acordo com os sete pecados mortais."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , NAOAVALIADO      , NAOAVALIADO           , 8.6  (1m)   , "['Crime', 'Mistério & Thriller', 'Drama', 'Crime Sombrio', 'Thriller de Mistério']"                                                                          , 2h 7min                    , 16
Dá Tempo ao Tempo(2013)                              , (2013), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Globoplay', 'Amazon Video', 'Amazon Video', 'Claro video', 'Amazon Prime Video with Ads']"                                                                                                                     ,                      , "Aos 21 anos, Tim Lake descobre que consegue viajar no tempo… Após mais uma insatisfatória festa de Ano Novo, o pai de Tim revela-lhe que os homens da sua família sempre tiveram a capacidade de viajar no tempo. Tim não pode mudar a história, mas consegue alterar o que acontece ou aconteceu na sua própria vida - então, decide tornar o seu mundo um lugar melhor… arranjando uma namorada. Infelizmente, esse feito tornou-se mais complicado do que previa. Ao mudar-se de Cornwall para Londres, para estudar advocacia, Tim finalmente conhece a belíssima, mas insegura, Mary. Apaixonam-se, mas um lamentável incidente nas viagens pelo tempo faz com que ele nunca a tenha conhecido. Assim, voltam a encontrar-se pela primeira vez, várias vezes, até que, finalmente, depois de muita astúcia a viajar no tempo, ele conquista o seu coração.", 95%(24k)         , 71%                   , 7.8  (419k) , "['Drama', 'Romance', 'Ficção Científica', 'Comédia', 'Fantasia', 'Europeu', 'Comédia Romântica', 'Fantasia Moderna', 'Comédia Dramática', 'Drama Romântico']", 2h 3min                    , 12
Relatos Selvagens(2014)                              , (2014), "['HBO Max Amazon Channel', 'Apple TV', 'Apple TV', 'Amazon Video', 'Amazon Prime Video', 'Amazon Video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                                                         ,                      , "Em seis contos independentes, pessoas comuns chegam ao limite: um piloto vingativo fecha velhos desafetos num voo; uma garçonete serve o homem que arruinou sua família; dois motoristas duelam na estrada; um casamento perfeito vira guerra. Quando o pavio acende, a etiqueta evapora e o prazer da revanche toma conta."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 96%(10k)         , 94%                   , 8.1  (232k) , "['Comédia', 'Drama', 'Mistério & Thriller', 'Europeu', 'Comédia Dramática']"                                                                                 , 2h 2min                    , 16
